月,研究者名,分野,希望予算,希望職位,アクセス数,マッチング数
2002-07,研究者91,材料工学,200,特任研究員,309,19
2002-07,研究者70,ロボティクス,100,助教,363,19
2002-07,研究者23,環境科学,100,特任研究員,352,4
2002-07,研究者55,エネルギー,1000,講師,231,0
2002-07,研究者23,エネルギー,300,特任研究員,148,14
2002-08,研究者43,材料工学,100,特任研究員,181,7
2002-08,研究者8,バイオ,300,助教,486,6
2002-08,研究者14,ロボティクス,100,助教,254,5
2002-08,研究者95,環境科学,700,助教,161,15
2002-08,研究者42,バイオ,500,特任研究員,104,20
2002-08,研究者68,材料工学,100,准教授,355,18
2002-08,研究者6,ロボティクス,700,教授,98,3
2002-08,研究者82,ロボティクス,1000,講師,435,0
2002-08,研究者2,材料工学,200,特任研究員,377,2
2002-08,研究者80,材料工学,500,准教授,283,9
2002-08,研究者75,バイオ,500,講師,215,12
2002-08,研究者67,ロボティクス,100,教授,420,20
2002-08,研究者78,エネルギー,1000,助教,273,12
2002-08,研究者94,AI,1000,准教授,227,0
2002-08,研究者57,AI,700,准教授,482,17
2002-08,研究者77,ロボティクス,300,准教授,58,0
2002-08,研究者53,AI,500,准教授,50,13
2002-08,研究者27,エネルギー,500,助教,80,14
2002-08,研究者99,エネルギー,700,教授,434,8
2002-08,研究者61,エネルギー,300,教授,195,5
2002-08,研究者71,環境科学,300,教授,297,4
2002-08,研究者77,エネルギー,700,助教,398,15
2002-08,研究者54,材料工学,200,准教授,414,18
2002-08,研究者2,バイオ,500,准教授,256,2
2002-08,研究者22,エネルギー,300,教授,237,18
2002-09,研究者86,AI,700,教授,357,3
2002-09,研究者84,エネルギー,300,特任研究員,301,9
2002-09,研究者36,材料工学,300,教授,379,9
2002-09,研究者88,材料工学,200,教授,228,9
2002-09,研究者80,AI,300,助教,464,15
2002-09,研究者94,バイオ,200,准教授,417,7
2002-09,研究者19,AI,100,教授,51,18
2002-09,研究者75,バイオ,100,准教授,257,1
2002-09,研究者93,材料工学,100,助教,17,7
2002-09,研究者88,エネルギー,300,准教授,334,11
2002-09,研究者62,材料工学,300,助教,154,0
2002-09,研究者31,材料工学,300,教授,251,9
2002-09,研究者23,ロボティクス,700,講師,25,12
2002-09,研究者81,エネルギー,100,助教,66,0
2002-09,研究者66,バイオ,1000,助教,132,19
2002-09,研究者73,バイオ,200,准教授,71,12
2002-10,研究者23,環境科学,1000,講師,428,0
2002-10,研究者29,材料工学,500,助教,406,13
2002-10,研究者49,AI,100,講師,155,20
2002-10,研究者20,バイオ,1000,助教,500,12
2002-10,研究者17,エネルギー,300,准教授,438,18
2002-10,研究者9,ロボティクス,1000,助教,441,13
2002-10,研究者36,エネルギー,100,助教,74,5
2002-10,研究者83,環境科学,700,准教授,283,10
2002-10,研究者85,材料工学,1000,助教,136,1
2002-10,研究者62,バイオ,100,教授,428,12
2002-10,研究者34,バイオ,1000,教授,417,12
2002-10,研究者94,環境科学,200,教授,200,5
2002-10,研究者1,AI,300,特任研究員,364,2
2002-10,研究者21,ロボティクス,500,特任研究員,268,8
2002-10,研究者24,AI,1000,講師,24,13
2002-10,研究者26,ロボティクス,500,特任研究員,195,13
2002-10,研究者71,バイオ,200,講師,212,2
2002-10,研究者85,エネルギー,1000,准教授,288,17
2002-10,研究者45,バイオ,500,教授,425,11
2002-10,研究者99,エネルギー,300,助教,219,4
2002-10,研究者67,AI,700,准教授,425,8
2002-10,研究者20,材料工学,700,講師,195,1
2002-10,研究者57,バイオ,200,講師,301,2
2002-10,研究者95,バイオ,300,准教授,348,0
2002-10,研究者22,バイオ,500,教授,293,10
2002-10,研究者13,エネルギー,500,准教授,56,1
2002-10,研究者32,ロボティクス,500,講師,407,10
2002-10,研究者80,ロボティクス,1000,講師,38,9
2002-10,研究者2,環境科学,200,助教,310,16
2002-10,研究者87,環境科学,700,講師,464,16
2002-11,研究者40,バイオ,700,講師,427,20
2002-11,研究者39,ロボティクス,200,准教授,487,15
2002-11,研究者19,環境科学,300,准教授,153,14
2002-11,研究者2,バイオ,100,教授,309,20
2002-11,研究者49,ロボティクス,200,特任研究員,108,17
2002-11,研究者41,環境科学,700,教授,98,14
2002-11,研究者21,バイオ,300,准教授,422,19
2002-11,研究者61,バイオ,1000,教授,465,3
2002-11,研究者81,AI,700,特任研究員,411,10
2002-11,研究者66,AI,200,教授,357,20
2002-11,研究者52,ロボティクス,200,教授,267,10
2002-11,研究者50,ロボティクス,500,助教,184,13
2002-11,研究者75,AI,1000,講師,423,15
2002-11,研究者29,ロボティクス,300,准教授,329,8
2002-11,研究者77,バイオ,300,講師,81,16
2002-11,研究者49,ロボティクス,1000,特任研究員,314,13
2002-12,研究者77,ロボティクス,200,講師,466,0
2002-12,研究者46,材料工学,700,教授,77,7
2002-12,研究者40,バイオ,300,教授,270,7
2002-12,研究者72,ロボティクス,700,教授,282,11
2002-12,研究者16,材料工学,1000,教授,420,8
2002-12,研究者14,環境科学,200,准教授,112,9
2002-12,研究者20,バイオ,700,助教,56,3
2002-12,研究者85,バイオ,700,特任研究員,390,16
2002-12,研究者43,バイオ,100,准教授,219,11
2002-12,研究者29,バイオ,1000,講師,46,14
2002-12,研究者12,バイオ,1000,講師,319,0
2002-12,研究者17,環境科学,100,助教,456,10
2002-12,研究者6,材料工学,700,講師,244,0
2002-12,研究者65,AI,500,講師,316,1
2002-12,研究者26,エネルギー,1000,講師,215,3
2002-12,研究者14,エネルギー,500,講師,140,17
2002-12,研究者61,環境科学,300,教授,68,7
2002-12,研究者8,AI,500,特任研究員,441,19
2002-12,研究者8,AI,500,助教,242,15
2002-12,研究者10,AI,1000,講師,182,14
2002-12,研究者67,材料工学,700,特任研究員,349,13
2002-12,研究者73,AI,100,講師,165,1
2002-12,研究者8,材料工学,500,講師,168,2
2002-12,研究者98,AI,100,講師,22,12
2002-12,研究者70,AI,1000,助教,328,13
2002-12,研究者3,バイオ,500,助教,366,17
2002-12,研究者28,ロボティクス,1000,助教,285,18
2002-12,研究者41,環境科学,700,准教授,219,15
2002-12,研究者6,エネルギー,300,准教授,314,1
2002-12,研究者33,材料工学,500,講師,224,12
2003-01,研究者1,ロボティクス,100,教授,434,10
2003-01,研究者19,エネルギー,200,助教,168,0
2003-01,研究者27,バイオ,1000,教授,127,14
2003-01,研究者18,AI,100,助教,336,10
2003-01,研究者53,AI,1000,教授,47,13
2003-01,研究者33,バイオ,500,講師,332,16
2003-01,研究者5,バイオ,700,特任研究員,14,18
2003-01,研究者5,ロボティクス,300,准教授,182,10
2003-01,研究者25,材料工学,1000,助教,31,10
2003-01,研究者13,バイオ,100,助教,194,18
2003-01,研究者30,材料工学,300,准教授,252,9
2003-01,研究者97,ロボティクス,200,助教,139,8
2003-01,研究者28,環境科学,500,教授,26,17
2003-01,研究者12,材料工学,700,准教授,365,7
2003-01,研究者34,AI,700,特任研究員,492,5
2003-01,研究者83,材料工学,100,助教,42,13
2003-01,研究者22,バイオ,1000,准教授,102,14
2003-01,研究者54,環境科学,500,准教授,257,16
2003-01,研究者22,環境科学,100,特任研究員,115,8
2003-01,研究者55,エネルギー,700,助教,269,8
2003-01,研究者26,AI,100,講師,34,0
2003-01,研究者17,AI,200,講師,243,1
2003-01,研究者41,環境科学,200,特任研究員,222,18
2003-01,研究者41,バイオ,1000,教授,220,16
2003-02,研究者68,材料工学,100,講師,118,6
2003-02,研究者59,ロボティクス,1000,特任研究員,430,2
2003-02,研究者9,ロボティクス,200,講師,271,20
2003-02,研究者87,バイオ,500,講師,449,13
2003-02,研究者75,ロボティクス,300,教授,116,18
2003-02,研究者100,環境科学,300,教授,266,12
2003-02,研究者64,バイオ,200,准教授,467,15
2003-02,研究者77,エネルギー,200,講師,141,12
2003-02,研究者82,エネルギー,1000,准教授,35,15
2003-02,研究者71,AI,1000,講師,309,12
2003-02,研究者55,AI,300,助教,46,4
2003-02,研究者90,バイオ,1000,特任研究員,193,16
2003-02,研究者32,ロボティクス,700,助教,449,0
2003-02,研究者56,バイオ,1000,助教,258,0
2003-02,研究者99,環境科学,1000,准教授,486,3
2003-02,研究者49,AI,100,准教授,115,12
2003-02,研究者22,バイオ,700,講師,259,20
2003-02,研究者76,ロボティクス,300,特任研究員,312,11
2003-02,研究者74,バイオ,1000,講師,305,7
2003-02,研究者81,ロボティクス,100,特任研究員,134,17
2003-02,研究者5,材料工学,700,講師,438,10
2003-03,研究者75,エネルギー,300,教授,131,9
2003-03,研究者29,環境科学,500,准教授,64,0
2003-03,研究者3,ロボティクス,300,教授,101,11
2003-03,研究者6,ロボティクス,1000,講師,102,8
2003-03,研究者59,バイオ,100,助教,144,2
2003-03,研究者90,環境科学,700,准教授,412,19
2003-03,研究者70,材料工学,700,准教授,248,9
2003-03,研究者47,AI,1000,教授,445,7
2003-03,研究者84,材料工学,700,助教,313,15
2003-03,研究者70,環境科学,300,助教,211,8
2003-03,研究者37,材料工学,700,准教授,411,13
2003-03,研究者76,エネルギー,500,准教授,73,5
2003-03,研究者79,環境科学,100,准教授,268,6
2003-03,研究者100,エネルギー,100,講師,399,19
2003-03,研究者48,AI,1000,助教,146,19
2003-03,研究者41,ロボティクス,500,特任研究員,238,17
2003-04,研究者30,環境科学,300,助教,68,7
2003-04,研究者36,ロボティクス,100,助教,180,7
2003-04,研究者59,ロボティクス,500,講師,396,1
2003-04,研究者21,ロボティクス,500,教授,97,16
2003-04,研究者9,環境科学,500,特任研究員,105,15
2003-04,研究者76,材料工学,1000,特任研究員,466,4
2003-04,研究者58,ロボティクス,700,講師,86,15
2003-04,研究者18,バイオ,500,助教,73,7
2003-04,研究者12,エネルギー,1000,教授,306,16
2003-04,研究者61,バイオ,500,講師,410,2
2003-04,研究者41,バイオ,100,教授,485,4
2003-04,研究者37,エネルギー,700,特任研究員,54,20
2003-04,研究者92,ロボティクス,700,助教,131,10
2003-04,研究者58,ロボティクス,100,准教授,175,12
2003-04,研究者14,バイオ,300,准教授,125,7
2003-04,研究者53,バイオ,100,特任研究員,231,7
2003-04,研究者72,AI,300,助教,157,15
2003-04,研究者32,AI,100,教授,285,7
2003-04,研究者27,エネルギー,700,講師,72,10
2003-04,研究者29,材料工学,500,講師,109,2
2003-04,研究者23,エネルギー,200,教授,389,13
2003-04,研究者61,AI,500,講師,142,16
2003-04,研究者75,材料工学,300,准教授,315,14
2003-04,研究者86,バイオ,300,准教授,81,11
2003-04,研究者48,環境科学,1000,教授,120,8
2003-04,研究者95,環境科学,100,特任研究員,312,20
2003-04,研究者54,環境科学,500,教授,455,8
2003-05,研究者47,環境科学,100,准教授,154,18
2003-05,研究者81,環境科学,300,特任研究員,74,16
2003-05,研究者73,エネルギー,300,講師,458,0
2003-05,研究者51,バイオ,700,講師,486,20
2003-05,研究者84,ロボティクス,500,教授,369,6
2003-05,研究者24,ロボティクス,500,特任研究員,183,12
2003-05,研究者22,AI,700,講師,469,8
2003-05,研究者7,材料工学,500,講師,361,12
2003-05,研究者9,バイオ,300,助教,243,6
2003-05,研究者27,AI,700,准教授,362,14
2003-05,研究者17,AI,500,特任研究員,404,11
2003-05,研究者22,AI,500,准教授,463,8
2003-05,研究者27,環境科学,100,教授,357,20
2003-05,研究者20,材料工学,100,教授,243,11
2003-05,研究者66,ロボティクス,700,助教,266,12
2003-05,研究者87,ロボティクス,700,講師,183,16
2003-05,研究者33,材料工学,700,教授,144,4
2003-05,研究者76,材料工学,100,教授,75,16
2003-05,研究者71,バイオ,300,教授,208,0
2003-05,研究者60,材料工学,200,准教授,255,6
2003-06,研究者66,環境科学,500,准教授,28,9
2003-06,研究者22,エネルギー,100,特任研究員,127,4
2003-06,研究者90,ロボティクス,700,講師,169,2
2003-06,研究者38,環境科学,200,助教,443,16
2003-06,研究者55,ロボティクス,300,教授,30,2
2003-06,研究者54,AI,1000,講師,238,8
2003-06,研究者15,環境科学,500,講師,231,16
2003-06,研究者3,環境科学,500,教授,191,0
2003-06,研究者68,材料工学,300,教授,305,13
2003-06,研究者8,ロボティクス,200,特任研究員,336,11
2003-06,研究者84,バイオ,200,特任研究員,360,19
2003-06,研究者75,バイオ,300,講師,233,4
2003-06,研究者66,ロボティクス,500,特任研究員,408,16
2003-06,研究者72,材料工学,700,助教,31,9
2003-06,研究者82,バイオ,700,教授,53,6
2003-06,研究者74,AI,700,特任研究員,89,10
2003-06,研究者39,材料工学,100,准教授,356,2
2003-06,研究者47,バイオ,200,教授,350,16
2003-06,研究者84,ロボティクス,300,准教授,52,19
2003-06,研究者52,材料工学,100,特任研究員,224,10
2003-06,研究者7,材料工学,200,教授,223,16
2003-06,研究者53,材料工学,300,講師,476,9
2003-06,研究者33,環境科学,200,助教,219,15
2003-06,研究者59,エネルギー,300,助教,498,19
2003-06,研究者18,材料工学,700,准教授,80,16
2003-06,研究者8,バイオ,100,教授,204,9
2003-06,研究者1,材料工学,500,特任研究員,171,20
2003-06,研究者2,エネルギー,500,特任研究員,353,16
2003-06,研究者61,材料工学,100,准教授,152,11
2003-06,研究者19,バイオ,1000,講師,55,6
2003-07,研究者52,エネルギー,200,講師,394,11
2003-07,研究者97,材料工学,1000,准教授,189,16
2003-07,研究者68,材料工学,700,教授,369,15
2003-07,研究者37,AI,700,教授,260,17
2003-07,研究者27,ロボティクス,1000,教授,173,13
2003-07,研究者91,材料工学,100,准教授,241,10
2003-07,研究者86,材料工学,200,特任研究員,196,0
2003-07,研究者55,材料工学,500,教授,307,10
2003-07,研究者70,AI,500,講師,101,13
2003-07,研究者16,バイオ,200,特任研究員,253,7
2003-07,研究者32,エネルギー,100,助教,488,8
2003-07,研究者75,ロボティクス,1000,講師,95,14
2003-07,研究者39,ロボティクス,1000,教授,165,20
2003-07,研究者44,材料工学,100,助教,322,13
2003-07,研究者74,エネルギー,500,特任研究員,222,2
2003-07,研究者94,環境科学,300,教授,346,8
2003-07,研究者55,バイオ,100,助教,327,13
2003-07,研究者91,ロボティクス,200,特任研究員,282,13
2003-07,研究者4,環境科学,500,助教,343,8
2003-07,研究者100,環境科学,500,教授,196,18
2003-07,研究者65,材料工学,700,講師,160,9
2003-07,研究者39,AI,300,助教,315,0
2003-07,研究者94,バイオ,100,助教,305,5
2003-07,研究者83,バイオ,300,准教授,442,8
2003-07,研究者20,材料工学,500,准教授,306,14
2003-07,研究者96,環境科学,500,助教,163,18
2003-08,研究者85,バイオ,300,助教,412,15
2003-08,研究者85,バイオ,200,講師,190,17
2003-08,研究者61,環境科学,1000,特任研究員,266,20
2003-08,研究者10,材料工学,300,助教,306,9
2003-08,研究者87,バイオ,100,講師,203,2
2003-08,研究者86,AI,100,特任研究員,370,10
2003-08,研究者30,環境科学,100,助教,312,1
2003-08,研究者1,材料工学,100,助教,370,3
2003-08,研究者2,AI,700,特任研究員,477,0
2003-08,研究者28,AI,300,准教授,426,19
2003-08,研究者23,環境科学,300,講師,99,8
2003-08,研究者75,材料工学,200,特任研究員,288,5
2003-09,研究者57,ロボティクス,500,講師,124,8
2003-09,研究者24,環境科学,500,教授,221,2
2003-09,研究者68,バイオ,700,特任研究員,328,2
2003-09,研究者50,ロボティクス,100,助教,221,20
2003-09,研究者4,バイオ,700,助教,398,3
2003-09,研究者33,環境科学,200,特任研究員,33,5
2003-09,研究者42,ロボティクス,500,教授,77,3
2003-09,研究者60,ロボティクス,1000,准教授,110,16
2003-09,研究者12,ロボティクス,300,教授,429,3
2003-09,研究者85,ロボティクス,100,特任研究員,337,9
