月,企業名,業種,案件数,依頼キーワード,エリア
2017-09,パナソニック,エレクトロニクス,5,ロボット,北海道
2017-10,キヤノン,自動車,5,ロボット,近畿
2017-10,東京エレクトロン,IT,3,環境,北海道
2017-10,日立製作所,自動車,3,バイオ,北海道
2017-11,トヨタ自動車,自動車,3,AI,九州
2017-11,トヨタ自動車,電機,1,AI,中国
2017-12,日立製作所,自動車,1,ロボット,東北
2017-12,キヤノン,電機,3,ロボット,近畿
2017-12,ソニー,製造,4,ロボット,中国
2017-12,キヤノン,自動車,5,AI,北海道
2018-01,三菱電機,製造,4,半導体,海外
2018-01,日立製作所,製造,2,環境,北海道
2018-01,富士通,エレクトロニクス,4,半導体,近畿
2018-01,トヨタ自動車,自動車,1,環境,海外
2018-01,キヤノン,電機,1,環境,海外
2018-02,富士通,IT,5,ロボット,近畿
2018-02,三菱電機,電機,5,半導体,四国
2018-02,東京エレクトロン,IT,5,AI,海外
2018-02,富士通,自動車,4,AI,東北
2018-02,キヤノン,電機,5,バイオ,九州
2018-03,キヤノン,電機,2,AI,東北
2018-03,三菱電機,エレクトロニクス,5,半導体,東北
2018-03,日立製作所,製造,5,AI,近畿
2018-03,日立製作所,エレクトロニクス,2,半導体,東北
2018-03,トヨタ自動車,自動車,5,ロボット,北関東
2018-04,ソニー,IT,1,バイオ,北陸
2018-04,デンソー,製造,3,AI,北陸
2018-04,ソニー,製造,4,ロボット,関東
2018-04,富士通,電機,3,バイオ,九州
2018-05,トヨタ自動車,自動車,5,AI,中国
2018-05,デンソー,エレクトロニクス,2,AI,四国
2018-05,日立製作所,電機,1,環境,北陸
2018-05,ソニー,電機,4,半導体,海外
2018-06,デンソー,自動車,5,環境,北海道
2018-06,トヨタ自動車,IT,4,環境,東北
2018-06,ソニー,製造,4,半導体,北海道
2018-07,ソニー,IT,4,ロボット,中国
2018-07,日立製作所,エレクトロニクス,1,環境,海外
2018-07,東京エレクトロン,自動車,2,AI,九州
2018-07,デンソー,自動車,4,半導体,東海
2018-08,デンソー,製造,3,AI,北陸
2018-08,デンソー,エレクトロニクス,2,AI,近畿
2018-09,富士通,IT,2,バイオ,近畿
2018-09,ソニー,IT,1,バイオ,九州
2018-09,トヨタ自動車,IT,4,ロボット,東海
2018-09,日立製作所,エレクトロニクス,5,AI,近畿
2018-10,東京エレクトロン,電機,3,AI,海外
2018-10,日立製作所,電機,3,AI,九州
2018-10,三菱電機,自動車,2,環境,東海
2018-10,デンソー,電機,3,環境,北海道
2018-11,三菱電機,製造,5,環境,東海
2018-11,三菱電機,製造,1,バイオ,北陸
2018-11,富士通,エレクトロニクス,4,半導体,関東
2018-11,ソニー,自動車,4,環境,東海
2018-12,パナソニック,製造,4,半導体,北海道
2018-12,日立製作所,エレクトロニクス,3,ロボット,東海
2018-12,キヤノン,IT,3,ロボット,海外
2018-12,富士通,エレクトロニクス,4,環境,関東
2019-01,日立製作所,電機,1,半導体,北海道
2019-01,ホンダ,自動車,2,半導体,北陸
2019-01,東京エレクトロン,電機,3,環境,関東
2019-01,日立製作所,自動車,4,AI,北陸
2019-02,トヨタ自動車,電機,2,環境,関東
2019-02,ホンダ,IT,5,環境,東北
2019-02,キヤノン,製造,2,半導体,北陸
2019-02,キヤノン,自動車,4,環境,四国
2019-02,ソニー,製造,2,バイオ,北陸
2019-03,キヤノン,電機,4,環境,北関東
2019-03,ホンダ,IT,5,半導体,近畿
2019-04,パナソニック,自動車,5,AI,近畿
2019-04,キヤノン,製造,5,半導体,近畿
2019-04,ソニー,エレクトロニクス,1,AI,東北
2019-04,パナソニック,自動車,1,AI,海外
2019-05,富士通,製造,4,AI,中国
2019-05,富士通,製造,3,環境,海外
2019-06,パナソニック,IT,2,ロボット,四国
2019-06,ホンダ,エレクトロニクス,2,半導体,海外
2019-06,パナソニック,自動車,1,環境,関東
2019-07,ソニー,自動車,4,環境,北海道
2019-07,富士通,エレクトロニクス,2,半導体,北陸
2019-07,ホンダ,電機,5,バイオ,四国
2019-07,トヨタ自動車,エレクトロニクス,4,ロボット,四国
2019-08,日立製作所,IT,5,ロボット,北陸
2019-08,日立製作所,製造,5,バイオ,四国
2019-08,日立製作所,エレクトロニクス,5,ロボット,北陸
2019-08,パナソニック,エレクトロニクス,4,AI,北関東
2019-08,パナソニック,電機,1,AI,九州
2019-08,ソニー,IT,3,環境,東北
2019-09,富士通,エレクトロニクス,4,AI,海外
2019-09,パナソニック,電機,2,ロボット,海外
2019-10,デンソー,製造,5,バイオ,北海道
2019-10,パナソニック,IT,2,環境,北関東
2019-10,三菱電機,IT,4,半導体,関東
2019-10,日立製作所,IT,4,半導体,東北
2019-10,トヨタ自動車,IT,5,ロボット,北陸
2019-11,パナソニック,電機,4,AI,北陸
2019-11,キヤノン,エレクトロニクス,1,半導体,九州
2019-11,ホンダ,エレクトロニクス,4,半導体,北関東
2019-12,ソニー,製造,1,半導体,東海
2019-12,パナソニック,IT,4,ロボット,九州
2020-01,ソニー,エレクトロニクス,4,環境,北関東
2020-01,キヤノン,電機,3,バイオ,北海道
2020-01,キヤノン,IT,1,半導体,北海道
2020-01,トヨタ自動車,自動車,4,環境,関東
2020-01,トヨタ自動車,自動車,4,半導体,北関東
2020-01,デンソー,エレクトロニクス,1,半導体,関東
2020-02,三菱電機,自動車,3,半導体,北海道
2020-02,日立製作所,自動車,1,バイオ,東北
2020-02,トヨタ自動車,エレクトロニクス,2,ロボット,東北
2020-02,パナソニック,自動車,4,半導体,九州
2020-03,三菱電機,エレクトロニクス,2,ロボット,北海道
2020-03,ホンダ,自動車,5,半導体,四国
2020-03,トヨタ自動車,自動車,1,半導体,東北
2020-03,キヤノン,自動車,3,AI,中国
2020-03,デンソー,自動車,5,半導体,四国
2020-04,東京エレクトロン,電機,1,半導体,近畿
2020-04,ソニー,IT,5,環境,近畿
2020-04,デンソー,製造,5,ロボット,四国
2020-04,ホンダ,IT,4,バイオ,東海
2020-04,三菱電機,電機,5,半導体,四国
2020-05,ホンダ,製造,2,半導体,北陸
2020-05,日立製作所,電機,2,ロボット,海外
2020-06,パナソニック,電機,3,ロボット,中国
2020-06,パナソニック,製造,1,環境,海外
2020-06,三菱電機,IT,1,ロボット,北海道
2020-06,東京エレクトロン,電機,2,環境,北陸
2020-07,ホンダ,自動車,3,半導体,近畿
2020-07,デンソー,IT,3,半導体,北海道
2020-07,デンソー,エレクトロニクス,3,バイオ,海外
2020-07,トヨタ自動車,エレクトロニクス,2,半導体,四国
2020-07,東京エレクトロン,IT,4,AI,中国
2020-08,三菱電機,エレクトロニクス,4,バイオ,東海
2020-08,東京エレクトロン,製造,2,半導体,北海道
2020-08,トヨタ自動車,電機,4,半導体,海外
2020-09,デンソー,エレクトロニクス,1,AI,四国
2020-09,富士通,電機,4,ロボット,関東
2020-09,キヤノン,製造,1,環境,東北
2020-09,パナソニック,IT,4,環境,北海道
2020-09,富士通,電機,1,AI,北陸
2020-10,デンソー,自動車,3,半導体,北海道
2020-10,日立製作所,エレクトロニクス,2,バイオ,九州
2020-10,ソニー,エレクトロニクス,5,環境,北海道
2020-11,ソニー,電機,5,AI,関東
2020-11,三菱電機,電機,2,バイオ,北関東
2020-11,デンソー,製造,1,環境,海外
2020-11,ソニー,エレクトロニクス,2,半導体,中国
2020-11,富士通,製造,5,半導体,海外
2020-11,ホンダ,エレクトロニクス,5,半導体,東北
2020-12,キヤノン,製造,4,ロボット,関東
2020-12,東京エレクトロン,電機,4,ロボット,東海
2021-01,パナソニック,電機,2,ロボット,近畿
2021-01,東京エレクトロン,電機,5,環境,東海
2021-01,富士通,IT,1,環境,近畿
2021-01,キヤノン,自動車,1,半導体,北関東
2021-01,トヨタ自動車,自動車,2,AI,九州
2021-01,ソニー,エレクトロニクス,5,ロボット,近畿
2021-02,東京エレクトロン,電機,2,バイオ,北関東
2021-02,三菱電機,エレクトロニクス,3,ロボット,近畿
2021-02,日立製作所,製造,2,バイオ,北海道
2021-02,ソニー,製造,5,環境,北関東
2021-02,富士通,製造,5,半導体,東北
2021-02,ホンダ,自動車,4,環境,北関東
2021-02,パナソニック,エレクトロニクス,1,ロボット,中国
2021-02,三菱電機,自動車,2,AI,海外
2021-03,パナソニック,製造,4,環境,海外
2021-03,三菱電機,自動車,3,環境,北海道
2021-03,パナソニック,製造,4,バイオ,近畿
2021-03,日立製作所,エレクトロニクス,2,バイオ,北関東
2021-03,東京エレクトロン,製造,3,ロボット,四国
2021-04,デンソー,IT,5,環境,四国
2021-04,東京エレクトロン,IT,3,環境,東北
2021-04,三菱電機,電機,4,AI,東北
2021-04,日立製作所,エレクトロニクス,4,ロボット,四国
2021-04,日立製作所,電機,5,環境,北海道
2021-05,ホンダ,自動車,1,ロボット,北陸
2021-05,三菱電機,電機,1,AI,東北
2021-05,パナソニック,電機,4,半導体,東海
2021-05,三菱電機,製造,1,バイオ,近畿
2021-05,日立製作所,電機,2,環境,近畿
2021-05,デンソー,製造,3,AI,北陸
2021-05,トヨタ自動車,IT,2,AI,海外
2021-05,三菱電機,製造,3,環境,北海道
2021-05,ソニー,自動車,1,ロボット,北陸
2021-06,東京エレクトロン,IT,5,環境,東北
2021-06,日立製作所,製造,3,半導体,海外
2021-06,デンソー,自動車,2,AI,四国
2021-06,ソニー,エレクトロニクス,5,ロボット,海外
2021-06,パナソニック,製造,2,環境,関東
2021-06,ホンダ,エレクトロニクス,5,ロボット,東北
2021-06,キヤノン,エレクトロニクス,1,バイオ,関東
2021-07,ホンダ,自動車,2,ロボット,東海
2021-07,富士通,電機,1,AI,東海
2021-07,デンソー,エレクトロニクス,4,ロボット,東北
2021-07,ソニー,製造,2,ロボット,九州
2021-07,ホンダ,製造,3,AI,海外
2021-07,ソニー,自動車,2,バイオ,近畿
2021-07,パナソニック,エレクトロニクス,3,半導体,北海道
2021-07,ソニー,自動車,5,AI,九州
2021-07,富士通,IT,2,ロボット,東海
2021-08,ホンダ,製造,3,AI,四国
2021-08,ソニー,電機,4,ロボット,中国
2021-08,デンソー,電機,5,ロボット,北陸
2021-08,東京エレクトロン,IT,3,バイオ,北海道
2021-08,三菱電機,電機,1,環境,東海
2021-09,日立製作所,IT,5,バイオ,関東
2021-09,三菱電機,エレクトロニクス,5,バイオ,北海道
2021-09,日立製作所,IT,4,AI,近畿
2021-09,デンソー,製造,2,環境,北陸
2021-09,キヤノン,電機,4,ロボット,東北
2021-09,ソニー,エレクトロニクス,4,半導体,近畿
2021-09,キヤノン,電機,4,バイオ,海外
2021-09,デンソー,エレクトロニクス,4,半導体,近畿
2021-10,デンソー,エレクトロニクス,3,バイオ,四国
2021-10,三菱電機,製造,2,半導体,東北
2021-10,日立製作所,エレクトロニクス,5,環境,北海道
2021-10,日立製作所,製造,1,バイオ,東海
2021-10,ホンダ,電機,2,バイオ,北関東
2021-10,ホンダ,自動車,2,バイオ,北関東
2021-11,日立製作所,自動車,4,AI,東北
2021-11,東京エレクトロン,IT,2,AI,中国
2021-11,日立製作所,IT,3,AI,東海
2021-11,三菱電機,電機,1,ロボット,海外
2021-11,日立製作所,電機,4,半導体,関東
2021-11,ソニー,製造,3,AI,北関東
2021-11,デンソー,製造,4,ロボット,関東
2021-11,東京エレクトロン,エレクトロニクス,3,半導体,北関東
2021-11,パナソニック,エレクトロニクス,5,半導体,海外
2021-11,キヤノン,電機,3,環境,海外
2021-12,デンソー,IT,1,AI,九州
2021-12,パナソニック,電機,2,環境,海外
2021-12,日立製作所,電機,5,環境,北陸
2021-12,ソニー,エレクトロニクス,2,バイオ,九州
2021-12,日立製作所,電機,1,AI,北関東
2021-12,富士通,IT,4,ロボット,北関東
2021-12,トヨタ自動車,自動車,4,半導体,北関東
2021-12,富士通,IT,2,ロボット,関東
2021-12,ホンダ,電機,5,AI,九州
2022-01,デンソー,エレクトロニクス,5,AI,関東
2022-01,デンソー,IT,3,環境,東北
2022-01,キヤノン,自動車,3,AI,東海
2022-01,デンソー,製造,4,ロボット,四国
2022-01,日立製作所,IT,1,半導体,四国
2022-01,東京エレクトロン,電機,1,半導体,海外
2022-02,三菱電機,IT,3,半導体,海外
2022-02,キヤノン,電機,5,バイオ,中国
2022-02,日立製作所,IT,2,環境,近畿
2022-02,東京エレクトロン,エレクトロニクス,2,AI,中国
2022-02,キヤノン,電機,4,環境,四国
2022-03,ソニー,自動車,5,バイオ,四国
2022-03,日立製作所,自動車,1,ロボット,北海道
2022-03,三菱電機,製造,4,環境,九州
2022-03,トヨタ自動車,エレクトロニクス,1,環境,北陸
2022-03,パナソニック,電機,4,バイオ,北海道
2022-03,デンソー,エレクトロニクス,4,半導体,東海
2022-03,東京エレクトロン,IT,4,半導体,北陸
2022-04,日立製作所,自動車,5,半導体,北陸
2022-04,キヤノン,製造,1,半導体,北陸
2022-04,富士通,自動車,2,AI,北海道
2022-04,三菱電機,IT,5,バイオ,海外
2022-04,富士通,IT,5,ロボット,関東
2022-05,パナソニック,エレクトロニクス,2,環境,北海道
2022-05,ソニー,製造,2,AI,東海
2022-05,ホンダ,エレクトロニクス,3,AI,九州
2022-05,キヤノン,自動車,1,AI,北陸
2022-05,パナソニック,エレクトロニクス,4,半導体,北陸
2022-05,三菱電機,電機,3,ロボット,東海
2022-06,東京エレクトロン,IT,4,環境,近畿
2022-06,トヨタ自動車,製造,1,バイオ,四国
2022-06,パナソニック,エレクトロニクス,3,環境,北海道
2022-06,三菱電機,IT,4,AI,北関東
2022-06,パナソニック,エレクトロニクス,3,半導体,九州
2022-06,デンソー,製造,2,環境,四国
2022-06,デンソー,エレクトロニクス,5,半導体,関東
2022-06,デンソー,電機,3,ロボット,近畿
2022-06,三菱電機,エレクトロニクス,3,AI,近畿
2022-06,キヤノン,自動車,5,AI,九州
2022-07,ソニー,電機,3,AI,海外
2022-07,パナソニック,自動車,2,環境,東北
2022-07,三菱電機,IT,4,半導体,海外
2022-07,トヨタ自動車,IT,5,ロボット,北海道
2022-07,東京エレクトロン,エレクトロニクス,3,環境,北関東
2022-07,ホンダ,製造,4,バイオ,東海
2022-07,デンソー,電機,5,ロボット,東海
2022-07,富士通,エレクトロニクス,4,半導体,海外
2022-08,デンソー,電機,3,環境,九州
2022-08,ソニー,自動車,5,ロボット,北関東
2022-08,ホンダ,製造,4,バイオ,東海
2022-08,日立製作所,電機,5,半導体,中国
2022-08,パナソニック,自動車,1,半導体,東北
2022-08,三菱電機,製造,5,半導体,海外
2022-08,日立製作所,自動車,1,AI,近畿
2022-08,トヨタ自動車,電機,3,バイオ,海外
2022-08,三菱電機,製造,3,AI,東北
2022-08,パナソニック,IT,2,ロボット,北陸
2022-09,富士通,自動車,1,ロボット,九州
2022-09,三菱電機,自動車,1,環境,北海道
2022-09,デンソー,自動車,3,AI,東北
2022-09,日立製作所,電機,1,ロボット,海外
2022-09,三菱電機,自動車,1,ロボット,海外
2022-09,ホンダ,製造,2,環境,北陸
2022-09,デンソー,製造,2,バイオ,東北
2022-09,ホンダ,IT,1,半導体,北海道
2022-10,トヨタ自動車,エレクトロニクス,5,ロボット,東北
2022-10,ホンダ,IT,3,半導体,関東
2022-10,パナソニック,IT,5,ロボット,近畿
2022-10,三菱電機,自動車,4,環境,四国
2022-10,ソニー,自動車,3,環境,近畿
2022-10,トヨタ自動車,IT,4,ロボット,近畿
2022-10,ホンダ,自動車,1,ロボット,東海
2022-11,日立製作所,自動車,3,ロボット,北関東
2022-11,キヤノン,製造,1,AI,九州
2022-11,パナソニック,IT,4,AI,東海
2022-11,東京エレクトロン,自動車,2,半導体,北海道
2022-11,デンソー,自動車,1,AI,近畿
2022-12,富士通,IT,4,ロボット,海外
2022-12,キヤノン,自動車,3,バイオ,東北
2022-12,ホンダ,IT,5,ロボット,東海
2022-12,トヨタ自動車,自動車,1,半導体,九州
2022-12,三菱電機,自動車,5,半導体,北陸
2022-12,パナソニック,製造,4,環境,九州
2022-12,トヨタ自動車,製造,4,半導体,九州
